epoch,train_loss,val_loss,val_rmse_det,val_mae_det,val_nasa_det
1,5709.509249789821,1654.1908768634407,40.65140587085352,36.17304165497777,4469633.139568074
2,1151.0585091658465,460.17393602643693,21.436832292836637,17.266541857691994,299342.73918239493
3,741.2715303516138,441.68464539975537,20.959123787010032,15.669871224669874,372907.80585471133
4,670.9627065583477,470.34262046035457,21.647504386715624,15.387025027633912,503182.33603110845
5,630.9163699813403,416.27244240897045,20.3718666515314,14.79133475588655,369180.6678179145
6,602.3356807838901,401.1173013570357,19.959303772745102,14.917330848083155,338797.57765941665
7,566.8532347992024,460.78246361868725,21.424118994090097,15.194524661975464,429229.4072260211
8,548.6261246648673,434.6764278995747,20.792220237407005,14.852934129323074,418859.36499139154
9,530.57014701623,419.1749702813674,20.380656148548745,13.218879878320982,476727.5883849225
10,514.9755640705739,428.5647980242359,20.61359083365946,13.546012494887458,524233.99332929915
11,500.48150130144256,421.659653157604,20.49212385038559,14.464734640455147,397990.5256720703
12,481.3498685741675,425.9215697074423,20.530567162667435,13.85303848173352,496885.73092035635
13,465.6040369869843,436.863740356601,20.823006349595037,14.33101168084895,335418.6418446989
14,453.25760648632297,446.5326455369288,21.02891593574117,13.811134232749458,532282.698730825
15,438.11432068992474,451.7285419483574,21.136340699795657,14.103856026316855,522613.8628796586
16,420.9501416464177,451.18941890950106,21.179775973740675,14.330903329908667,446218.8468637923
17,410.538660004383,429.5284421006028,20.637071066858333,13.397919223529117,466218.58715549146
18,398.60707929315845,468.5824784648662,21.53258396520975,14.279157494828237,588077.2592050842
19,387.69455300478796,453.68689068969417,21.18781965206039,13.901847538884827,521699.70085074456
20,373.65160427944556,437.18879308505933,20.83018763290216,13.842265137926727,451218.06911892816
21,361.110448281596,406.8454505180826,20.089182106511455,13.719222594457877,389700.88355183526
